ChpVrsNdx,NumWrd,bPilcrow,PText,RText,Footnote
4099,19,0,"But to the saints that are in the earth, and to the excellent, in whom is all my delight.","<i>But</i> to the saints that <i>are</i> in the earth, and <i>to</i> the excellent, in whom <i>is</i> all my delight.",""
4100,27,0,"Their sorrows shall be multiplied that hasten after another god: their drink offerings of blood will I not offer, nor take up their names into my lips.","Their sorrows shall be multiplied <i>that</i> hasten <i>after</i> another <i>god</i>: their drink offerings of blood will I not offer, nor take up their names into my lips.",""
4101,16,0,"The LORD is the portion of mine inheritance and of my cup: thou maintainest my lot.","The L<font size=""-1"">ORD</font> <i>is</i> the portion of mine inheritance and of my cup: thou maintainest my lot.",""
4102,15,0,"The lines are fallen unto me in pleasant places; yea, I have a goodly heritage.","The lines are fallen unto me in pleasant <i>places</i>; yea, I have a goodly heritage.",""
4103,19,0,"I will bless the LORD, who hath given me counsel: my reins also instruct me in the night seasons.","I will bless the L<font size=""-1"">ORD</font>, who hath given me counsel: my reins also instruct me in the night seasons.",""
4104,20,1,"I have set the LORD always before me: because he is at my right hand, I shall not be moved.","¶I have set the L<font size=""-1"">ORD</font> always before me: because <i>he is</i> at my right hand, I shall not be moved.",""
4105,16,0,"Therefore my heart is glad, and my glory rejoiceth: my flesh also shall rest in hope.","Therefore my heart is glad, and my glory rejoiceth: my flesh also shall rest in hope.",""
4106,19,0,"For thou wilt not leave my soul in hell; neither wilt thou suffer thine Holy One to see corruption.","For thou wilt not leave my soul in hell; neither wilt thou suffer thine Holy One to see corruption.",""
4107,24,0,"Thou wilt shew me the path of life: in thy presence is fulness of joy; at thy right hand there are pleasures for evermore.","Thou wilt shew me the path of life: in thy presence <i>is</i> fulness of joy; at thy right hand <i>there are</i> pleasures for evermore.",""
4353,21,0,"Hear the right, O Lord, attend unto my cry, give ear unto my prayer, that goeth not out of feigned lips.","Hear the right, O Lord, attend unto my cry, give ear unto my prayer, that goeth not out of feigned lips.",""
4354,17,0,"Let my sentence come forth from thy presence; let thine eyes behold the things that are equal.","Let my sentence come forth from thy presence; let thine eyes behold the things that are equal.",""
4355,29,0,"Thou hast proved mine heart; thou hast visited me in the night; thou hast tried me, and shalt find nothing; I am purposed that my mouth shall not transgress.","Thou hast proved mine heart; thou hast visited <i>me</i> in the night; thou hast tried me, <i>and</i> shalt find nothing; I am purposed <i>that</i> my mouth shall not transgress.",""
4356,21,0,"Concerning the works of men, by the word of thy lips I have kept me from the paths of the destroyer.","Concerning the works of men, by the word of thy lips I have kept <i>me from</i> the paths of the destroyer.",""
4357,12,0,"Hold up my goings in thy paths, that my footsteps slip not.","Hold up my goings in thy paths, <i>that</i> my footsteps slip not.",""
4358,21,0,"I have called upon thee, for thou wilt hear me, O God: incline thine ear unto me, and hear my speech.","I have called upon thee, for thou wilt hear me, O God: incline thine ear unto me, <i>and hear</i> my speech.",""
4359,26,0,"Shew thy marvellous lovingkindness, O thou that savest by thy right hand them which put their trust in thee from those that rise up against them.","Shew thy marvellous lovingkindness, O thou that savest by thy right hand them which put their trust <i>in thee</i> from those that rise up <i>against them</i>.",""
4360,16,1,"Keep me as the apple of the eye, hide me under the shadow of thy wings,","¶Keep me as the apple of the eye, hide me under the shadow of thy wings,",""
4361,14,0,"From the wicked that oppress me, from my deadly enemies, who compass me about.","From the wicked that oppress me, <i>from</i> my deadly enemies, <i>who</i> compass me about.",""
4362,13,0,"They are inclosed in their own fat: with their mouth they speak proudly.","They are inclosed in their own fat: with their mouth they speak proudly.",""
4363,18,0,"They have now compassed us in our steps: they have set their eyes bowing down to the earth;","They have now compassed us in our steps: they have set their eyes bowing down to the earth;",""
4364,21,0,"Like as a lion that is greedy of his prey, and as it were a young lion lurking in secret places.","Like as a lion <i>that</i> is greedy of his prey, and as it were a young lion lurking in secret places.",""
4365,18,0,"Arise, O LORD, disappoint him, cast him down: deliver my soul from the wicked, which is thy sword:","Arise, O L<font size=""-1"">ORD</font>, disappoint him, cast him down: deliver my soul from the wicked, <i>which is</i> thy sword:",""
4366,44,0,"From men which are thy hand, O LORD, from men of the world, which have their portion in this life, and whose belly thou fillest with thy hid treasure: they are full of children, and leave the rest of their substance to their babes.","From men <i>which are</i> thy hand, O L<font size=""-1"">ORD</font>, from men of the world, <i>which have</i> their portion in <i>this</i> life, and whose belly thou fillest with thy hid <i>treasure</i>: they are full of children, and leave the rest of their <i>substance</i> to their babes.",""
4367,20,0,"As for me, I will behold thy face in righteousness: I shall be satisfied, when I awake, with thy likeness.","As for me, I will behold thy face in righteousness: I shall be satisfied, when I awake, with thy likeness.",""
4609,8,0,"I will love thee, O Lord, my strength.","I will love thee, O Lord, my strength.",""
4610,32,0,"The LORD is my rock, and my fortress, and my deliverer; my God, my strength, in whom I will trust; my buckler, and the horn of my salvation, and my high tower.","The L<font size=""-1"">ORD</font> <i>is</i> my rock, and my fortress, and my deliverer; my God, my strength, in whom I will trust; my buckler, and the horn of my salvation, <i>and</i> my high tower.",""
4611,20,0,"I will call upon the LORD, who is worthy to be praised: so shall I be saved from mine enemies.","I will call upon the L<font size=""-1"">ORD</font>, <i>who is worthy</i> to be praised: so shall I be saved from mine enemies.",""
4612,15,0,"The sorrows of death compassed me, and the floods of ungodly men made me afraid.","The sorrows of death compassed me, and the floods of ungodly men made me afraid.",""
4613,13,0,"The sorrows of hell compassed me about: the snares of death prevented me.","The sorrows of hell compassed me about: the snares of death prevented me.",""
4614,31,0,"In my distress I called upon the LORD, and cried unto my God: he heard my voice out of his temple, and my cry came before him, even into his ears.","In my distress I called upon the L<font size=""-1"">ORD</font>, and cried unto my God: he heard my voice out of his temple, and my cry came before him, <i>even</i> into his ears.",""
4615,20,0,"Then the earth shook and trembled; the foundations also of the hills moved and were shaken, because he was wroth.","Then the earth shook and trembled; the foundations also of the hills moved and were shaken, because he was wroth.",""
4616,21,0,"There went up a smoke out of his nostrils, and fire out of his mouth devoured: coals were kindled by it.","There went up a smoke out of his nostrils, and fire out of his mouth devoured: coals were kindled by it.",""
4617,14,0,"He bowed the heavens also, and came down: and darkness was under his feet.","He bowed the heavens also, and came down: and darkness <i>was</i> under his feet.",""
4618,19,0,"And he rode upon a cherub, and did fly: yea, he did fly upon the wings of the wind.","And he rode upon a cherub, and did fly: yea, he did fly upon the wings of the wind.",""
4619,20,0,"He made darkness his secret place; his pavilion round about him were dark waters and thick clouds of the skies.","He made darkness his secret place; his pavilion round about him <i>were</i> dark waters <i>and</i> thick clouds of the skies.",""
4620,17,0,"At the brightness that was before him his thick clouds passed, hail stones and coals of fire.","At the brightness <i>that was</i> before him his thick clouds passed, hail <i>stones</i> and coals of fire.",""
4621,19,0,"The LORD also thundered in the heavens, and the Highest gave his voice; hail stones and coals of fire.","The L<font size=""-1"">ORD</font> also thundered in the heavens, and the Highest gave his voice; hail <i>stones</i> and coals of fire.",""
4622,17,0,"Yea, he sent out his arrows, and scattered them; and he shot out lightnings, and discomfited them.","Yea, he sent out his arrows, and scattered them; and he shot out lightnings, and discomfited them.",""
4623,29,0,"Then the channels of waters were seen, and the foundations of the world were discovered at thy rebuke, O LORD, at the blast of the breath of thy nostrils.","Then the channels of waters were seen, and the foundations of the world were discovered at thy rebuke, O L<font size=""-1"">ORD</font>, at the blast of the breath of thy nostrils.",""
